"","COSEWICID","SCI_NAME","COM_NAME","TAXON","SAR_STAT","SCHEDULE","CODE","HABITAT","SUITABILITY","SEASON","MAJ_IMPORTANCE"
"1393","1221","Sistrurus catenatus","Massasauga (Carolinian population)","Reptiles","Endangered","No schedule","8.1","Desert - Hot","Suitable",NA,NA
"1394","1221","Sistrurus catenatus","Massasauga (Carolinian population)","Reptiles","Endangered","No schedule","8.2","Desert - Temperate","Suitable",NA,NA
"1395","1221","Sistrurus catenatus","Massasauga (Carolinian population)","Reptiles","Endangered","No schedule","2.1","Savanna - Dry","Suitable",NA,NA
"1396","1221","Sistrurus catenatus","Massasauga (Carolinian population)","Reptiles","Endangered","No schedule","2.2","Savanna - Moist","Suitable",NA,NA
"1397","1221","Sistrurus catenatus","Massasauga (Carolinian population)","Reptiles","Endangered","No schedule","3.4","Shrubland - Temperate","Suitable",NA,NA
"1398","1221","Sistrurus catenatus","Massasauga (Carolinian population)","Reptiles","Endangered","No schedule","3.5","Shrubland - Subtropical/Tropical Dry","Suitable",NA,NA
"1399","1221","Sistrurus catenatus","Massasauga (Carolinian population)","Reptiles","Endangered","No schedule","4.4","Grassland - Temperate","Suitable",NA,NA
"1400","1221","Sistrurus catenatus","Massasauga (Carolinian population)","Reptiles","Endangered","No schedule","5.3","Wetlands (inland) - Shrub Dominated Wetlands","Suitable",NA,NA
"1401","1221","Sistrurus catenatus","Massasauga (Carolinian population)","Reptiles","Endangered","No schedule","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"1402","1221","Sistrurus catenatus","Massasauga (Carolinian population)","Reptiles","Endangered","No schedule","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"1403","1221","Sistrurus catenatus","Massasauga (Carolinian population)","Reptiles","Endangered","No schedule","8.1","Desert - Hot","Suitable",NA,NA
"1404","1221","Sistrurus catenatus","Massasauga (Carolinian population)","Reptiles","Endangered","No schedule","8.2","Desert - Temperate","Suitable",NA,NA
"1405","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Reptiles","Threatened","No schedule","2.1","Savanna - Dry","Suitable",NA,NA
"1406","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Reptiles","Threatened","No schedule","2.2","Savanna - Moist","Suitable",NA,NA
"1407","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Reptiles","Threatened","No schedule","3.4","Shrubland - Temperate","Suitable",NA,NA
"1408","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Reptiles","Threatened","No schedule","3.5","Shrubland - Subtropical/Tropical Dry","Suitable",NA,NA
"1409","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Reptiles","Threatened","No schedule","4.4","Grassland - Temperate","Suitable",NA,NA
"1410","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Reptiles","Threatened","No schedule","5.3","Wetlands (inland) - Shrub Dominated Wetlands","Suitable",NA,NA
"1411","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Reptiles","Threatened","No schedule","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"1412","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Reptiles","Threatened","No schedule","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"1413","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Reptiles","Threatened","No schedule","8.1","Desert - Hot","Suitable",NA,NA
"1414","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Reptiles","Threatened","No schedule","8.2","Desert - Temperate","Suitable",NA,NA
"1415","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Reptiles","Threatened","No schedule","2.1","Savanna - Dry","Suitable",NA,NA
"1416","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Reptiles","Threatened","No schedule","2.2","Savanna - Moist","Suitable",NA,NA
"1417","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Reptiles","Threatened","No schedule","3.4","Shrubland - Temperate","Suitable",NA,NA
"1418","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Reptiles","Threatened","No schedule","3.5","Shrubland - Subtropical/Tropical Dry","Suitable",NA,NA
"1419","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Reptiles","Threatened","No schedule","4.4","Grassland - Temperate","Suitable",NA,NA
"1420","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Reptiles","Threatened","No schedule","5.3","Wetlands (inland) - Shrub Dominated Wetlands","Suitable",NA,NA
"1421","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Reptiles","Threatened","No schedule","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"1422","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Reptiles","Threatened","No schedule","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"1423","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Reptiles","Threatened","No schedule","8.1","Desert - Hot","Suitable",NA,NA
"1424","1220","Sistrurus catenatus","Massasauga (Great Lakes population)","Reptiles","Threatened","No schedule","8.2","Desert - Temperate","Suitable",NA,NA
"1425","1213","Erynnis martialis","Mottled Duskywing (Boreal population)","Arthropods","Endangered","No schedule","-9999","NA","NA","NA","NA"
"1426","1212","Erynnis martialis","Mottled Duskywing (Great Lakes Plains population)","Arthropods","Endangered","No schedule","-9999","NA","NA","NA","NA"
"1427","1257","Symphyotrichum nahanniense","Nahanni Aster","Vascular Plants","Special Concern","No schedule","5.12","Wetlands (inland) - Geothermal Wetlands","Suitable",NA,"Yes"
"1428","1257","Symphyotrichum nahanniense","Nahanni Aster","Vascular Plants","Special Concern","No schedule","5.9","Wetlands (inland) - Freshwater Springs and Oases","Suitable",NA,"Yes"
"1429","1189","Desmognathus fuscus","Northern Dusky Salamander (Carolinian population)","Amphibians","Endangered","No schedule","1.4","Forest - Temperate","Suitable",NA,NA
"1430","1189","Desmognathus fuscus","Northern Dusky Salamander (Carolinian population)","Amphibians","Endangered","No schedule","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"1431","1189","Desmognathus fuscus","Northern Dusky Salamander (Carolinian population)","Amphibians","Endangered","No schedule","5.2","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable",NA,NA
"1432","1189","Desmognathus fuscus","Northern Dusky Salamander (Carolinian population)","Amphibians","Endangered","No schedule","5.9","Wetlands (inland) - Freshwater Springs and Oases","Suitable",NA,NA
"1433","1189","Desmognathus fuscus","Northern Dusky Salamander (Carolinian population)","Amphibians","Endangered","No schedule","1.4","Forest - Temperate","Suitable",NA,NA
"1434","1189","Desmognathus fuscus","Northern Dusky Salamander (Carolinian population)","Amphibians","Endangered","No schedule","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"1435","1189","Desmognathus fuscus","Northern Dusky Salamander (Carolinian population)","Amphibians","Endangered","No schedule","5.2","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable",NA,NA
"1436","1189","Desmognathus fuscus","Northern Dusky Salamander (Carolinian population)","Amphibians","Endangered","No schedule","5.9","Wetlands (inland) - Freshwater Springs and Oases","Suitable",NA,NA
"1437","1166","Efferia okanagana","Okanagan Efferia","Arthropods","Endangered","No schedule","-9999","NA","NA","NA","NA"
"1438","1156","Stylurus olivaceus","Olive Clubtail","Arthropods","Endangered","No schedule","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"1439","1250","Hesperia colorado oregonia","Oregon Branded Skipper","Arthropods","Endangered","No schedule","-9999","NA","NA","NA","NA"
"1440","1250","Hesperia colorado oregonia","Oregon Branded Skipper","Arthropods","Endangered","No schedule","-9999","NA","NA","NA","NA"
"1441","1149","Leptogium polycarpum","Peacock Vinyl Lichen","Lichens","Special Concern","No schedule","-9999","NA","NA","NA","NA"
"1442","1149","Leptogium polycarpum","Peacock Vinyl Lichen","Lichens","Special Concern","No schedule","-9999","NA","NA","NA","NA"
"1443","1278","Phalaropus lobatus","Red–necked Phalarope","Birds","Special Concern","No schedule","10.1","Marine Oceanic - Epipelagic (0-200m)","Suitable","Non-Breeding Season","No"
"1444","1278","Phalaropus lobatus","Red–necked Phalarope","Birds","Special Concern","No schedule","10.2","Marine Oceanic - Mesopelagic (200-1000m)","Suitable","Non-Breeding Season","No"
"1445","1278","Phalaropus lobatus","Red–necked Phalarope","Birds","Special Concern","No schedule","13.4","Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes","Suitable","Non-Breeding Season","No"
"1446","1278","Phalaropus lobatus","Red–necked Phalarope","Birds","Special Concern","No schedule","15.6","Artificial/Aquatic - Wastewater Treatment Areas","Suitable","Non-Breeding Season","No"
"1447","1278","Phalaropus lobatus","Red–necked Phalarope","Birds","Special Concern","No schedule","5.14","Wetlands (inland) - Permanent Saline, Brackish or Alkaline Lakes","Suitable","Non-Breeding Season","No"
"1448","1278","Phalaropus lobatus","Red–necked Phalarope","Birds","Special Concern","No schedule","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Non-Breeding Season","No"
"1449","1278","Phalaropus lobatus","Red–necked Phalarope","Birds","Special Concern","No schedule","5.6","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable","Non-Breeding Season","No"
"1450","1278","Phalaropus lobatus","Red–necked Phalarope","Birds","Special Concern","No schedule","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Non-Breeding Season","No"
"1451","1278","Phalaropus lobatus","Red–necked Phalarope","Birds","Special Concern","No schedule","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Non-Breeding Season","No"
"1452","1278","Phalaropus lobatus","Red–necked Phalarope","Birds","Special Concern","No schedule","9.1","Marine Neritic - Pelagic","Suitable","Non-Breeding Season","Yes"
"1453","1278","Phalaropus lobatus","Red–necked Phalarope","Birds","Special Concern","No schedule","9.2","Marine Neritic - Subtidal Rock and Rocky Reefs","Suitable","Non-Breeding Season","Yes"
"1454","1278","Phalaropus lobatus","Red–necked Phalarope","Birds","Special Concern","No schedule","9.3","Marine Neritic - Subtidal Loose Rock/pebble/gravel","Suitable","Non-Breeding Season","Yes"
"1455","1278","Phalaropus lobatus","Red–necked Phalarope","Birds","Special Concern","No schedule","9.4","Marine Neritic - Subtidal Sandy","Suitable","Non-Breeding Season","Yes"
"1456","1278","Phalaropus lobatus","Red–necked Phalarope","Birds","Special Concern","No schedule","9.5","Marine Neritic - Subtidal Sandy-Mud","Suitable","Non-Breeding Season","Yes"
"1457","1278","Phalaropus lobatus","Red–necked Phalarope","Birds","Special Concern","No schedule","9.7","Marine Neritic - Macroalgal/Kelp","Suitable","Non-Breeding Season","Yes"
"1458","1278","Phalaropus lobatus","Red–necked Phalarope","Birds","Special Concern","No schedule","9.9","Marine Neritic - Seagrass (Submerged)","Suitable","Non-Breeding Season","Yes"
"1459","1210","Stylurus amnicola","Riverine Clubtail (Great Lakes Plains population)","Arthropods","Endangered","No schedule","1.4","Forest - Temperate","Suitable",NA,NA
"1460","1210","Stylurus amnicola","Riverine Clubtail (Great Lakes Plains population)","Arthropods","Endangered","No schedule","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"1461","1121","Brotherella roellii","Roell's Brotherella Moss","Mosses","Endangered","No schedule","-9999","NA","NA","NA","NA"
"1462","1121","Brotherella roellii","Roell's Brotherella Moss","Mosses","Endangered","No schedule","-9999","NA","NA","NA","NA"
"1463","1279","Lasioglossum sablense","Sable Island Sweat Bee","Arthropods","Threatened","No schedule","-9999","NA","NA","NA","NA"
"1464","1114","Solidago speciosa","Showy Goldenrod (Boreal population)","Vascular Plants","Threatened","No schedule","-9999","NA","NA","NA","NA"
"1465","1113","Solidago speciosa","Showy Goldenrod (Great Lake population)","Vascular Plants","Endangered","No schedule","-9999","NA","NA","NA","NA"
"1466","1237","Lathyrus littoralis","Silky Beach Pea","Vascular Plants","Threatened","No schedule","-9999","NA","NA","NA","NA"
"1467","1082","Gomphus ventricosus","Skillet Clubtail","Arthropods","Endangered","No schedule","-9999","NA","NA","NA","NA"
"1468","1238","Micranthes spicata","Spiked Saxifrage","Vascular Plants","Special Concern","No schedule","-9999","NA","NA","NA","NA"
"1469","170","Euderma maculatum","Spotted Bat","Mammals","Special Concern","Schedule 1","1.5","Forest - Subtropical/Tropical Dry","Suitable",NA,NA
"1470","170","Euderma maculatum","Spotted Bat","Mammals","Special Concern","Schedule 1","7.1","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable",NA,NA
"1471","170","Euderma maculatum","Spotted Bat","Mammals","Special Concern","Schedule 1","8.2","Desert - Temperate","Suitable",NA,NA
"1472","285","Clemmys guttata","Spotted Turtle","Reptiles","Endangered","Schedule 1","1.4","Forest - Temperate","Suitable",NA,NA
"1473","285","Clemmys guttata","Spotted Turtle","Reptiles","Endangered","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Marginal",NA,NA
"1474","285","Clemmys guttata","Spotted Turtle","Reptiles","Endangered","Schedule 1","5.2","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Marginal",NA,NA
"1475","285","Clemmys guttata","Spotted Turtle","Reptiles","Endangered","Schedule 1","5.3","Wetlands (inland) - Shrub Dominated Wetlands","Suitable",NA,NA
"1476","285","Clemmys guttata","Spotted Turtle","Reptiles","Endangered","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"1477","285","Clemmys guttata","Spotted Turtle","Reptiles","Endangered","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,"Yes"
"1478","285","Clemmys guttata","Spotted Turtle","Reptiles","Endangered","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,"Yes"
"1479","1276","Rhynchospora macrostachya","Tall Beakrush","Vascular Plants","Endangered","No schedule","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"1480","1276","Rhynchospora macrostachya","Tall Beakrush","Vascular Plants","Endangered","No schedule","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"1481","1276","Rhynchospora macrostachya","Tall Beakrush","Vascular Plants","Endangered","No schedule","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"1482","1224","Ambystoma mavortium","Western Tiger Salamander (Prairie / Boreal population)","Amphibians","Special Concern","No schedule","1.1","Forest - Boreal","Suitable","Resident","Yes"
"1483","1224","Ambystoma mavortium","Western Tiger Salamander (Prairie / Boreal population)","Amphibians","Special Concern","No schedule","1.4","Forest - Temperate","Suitable","Resident","Yes"
"1484","1224","Ambystoma mavortium","Western Tiger Salamander (Prairie / Boreal population)","Amphibians","Special Concern","No schedule","1.5","Forest - Subtropical/Tropical Dry","Suitable","Resident","Yes"
"1485","1224","Ambystoma mavortium","Western Tiger Salamander (Prairie / Boreal population)","Amphibians","Special Concern","No schedule","15.2","Artificial/Aquatic - Ponds (below 8ha)","Suitable","Resident","No"
"1486","1224","Ambystoma mavortium","Western Tiger Salamander (Prairie / Boreal population)","Amphibians","Special Concern","No schedule","4.4","Grassland - Temperate","Suitable","Resident","Yes"
"1487","1224","Ambystoma mavortium","Western Tiger Salamander (Prairie / Boreal population)","Amphibians","Special Concern","No schedule","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Resident","Yes"
"1488","1224","Ambystoma mavortium","Western Tiger Salamander (Prairie / Boreal population)","Amphibians","Special Concern","No schedule","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident","Yes"
"1489","1224","Ambystoma mavortium","Western Tiger Salamander (Prairie / Boreal population)","Amphibians","Special Concern","No schedule","8.2","Desert - Temperate","Suitable","Resident","Yes"
"1490","1223","Ambystoma mavortium","Western Tiger Salamander (Southern Mountain population)","Amphibians","Endangered","No schedule","1.1","Forest - Boreal","Suitable","Resident","Yes"
"1491","1223","Ambystoma mavortium","Western Tiger Salamander (Southern Mountain population)","Amphibians","Endangered","No schedule","1.4","Forest - Temperate","Suitable","Resident","Yes"
"1492","1223","Ambystoma mavortium","Western Tiger Salamander (Southern Mountain population)","Amphibians","Endangered","No schedule","1.5","Forest - Subtropical/Tropical Dry","Suitable","Resident","Yes"
"1493","1223","Ambystoma mavortium","Western Tiger Salamander (Southern Mountain population)","Amphibians","Endangered","No schedule","15.2","Artificial/Aquatic - Ponds (below 8ha)","Suitable","Resident","No"
"1494","1223","Ambystoma mavortium","Western Tiger Salamander (Southern Mountain population)","Amphibians","Endangered","No schedule","4.4","Grassland - Temperate","Suitable","Resident","Yes"
"1495","1223","Ambystoma mavortium","Western Tiger Salamander (Southern Mountain population)","Amphibians","Endangered","No schedule","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Resident","Yes"
"1496","1223","Ambystoma mavortium","Western Tiger Salamander (Southern Mountain population)","Amphibians","Endangered","No schedule","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident","Yes"
"1497","1223","Ambystoma mavortium","Western Tiger Salamander (Southern Mountain population)","Amphibians","Endangered","No schedule","8.2","Desert - Temperate","Suitable","Resident","Yes"
"1498","1274","Crossidium seriatum","Tiny Tassel","Mosses","Special Concern","No schedule","-9999","NA","NA","NA","NA"
"1499","1242","Lewisiopsis tweedyi","Tweedy's Lewisia","Vascular Plants","Endangered","No schedule","-9999","NA","NA","NA","NA"
"1500","820","Syntrichia laevipila","Twisted Oak Moss","Mosses","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"1501","1260","Aneides vagrans","Wandering Salamander","Amphibians","Special Concern","No schedule","1.4","Forest - Temperate","Suitable","Resident","Yes"
"1502","1260","Aneides vagrans","Wandering Salamander","Amphibians","Special Concern","No schedule","14.2","Artificial/Terrestrial - Pastureland","Marginal","Resident",NA
"1503","1260","Aneides vagrans","Wandering Salamander","Amphibians","Special Concern","No schedule","14.6","Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Marginal","Resident",NA
"1504","1260","Aneides vagrans","Wandering Salamander","Amphibians","Special Concern","No schedule","3.4","Shrubland - Temperate","Suitable","Resident","Yes"
"1505","1260","Aneides vagrans","Wandering Salamander","Amphibians","Special Concern","No schedule","4.4","Grassland - Temperate","Suitable","Resident","Yes"
"1506","1260","Aneides vagrans","Wandering Salamander","Amphibians","Special Concern","No schedule","1.4","Forest - Temperate","Suitable","Resident","Yes"
"1507","1260","Aneides vagrans","Wandering Salamander","Amphibians","Special Concern","No schedule","14.2","Artificial/Terrestrial - Pastureland","Marginal","Resident",NA
"1508","1260","Aneides vagrans","Wandering Salamander","Amphibians","Special Concern","No schedule","14.6","Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Marginal","Resident",NA
"1509","1260","Aneides vagrans","Wandering Salamander","Amphibians","Special Concern","No schedule","3.4","Shrubland - Temperate","Suitable","Resident","Yes"
"1510","1260","Aneides vagrans","Wandering Salamander","Amphibians","Special Concern","No schedule","4.4","Grassland - Temperate","Suitable","Resident","Yes"
"1511","1256","Bombus occidentalis mckayi","Western Bumble Bee mckayi subspecies","Arthropods","Special Concern","No schedule","-9999","NA","NA","NA","NA"
"1512","1267","Bombus occidentalis occidentalis","Western Bumble Bee occidentalis subspecies","Arthropods","Threatened","No schedule","-9999","NA","NA","NA","NA"
"1513","1253","Aechmophorus occidentalis","Western Grebe","Birds","Special Concern","No schedule","13.4","Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes","Suitable","Breeding Season","No"
"1514","1253","Aechmophorus occidentalis","Western Grebe","Birds","Special Concern","No schedule","15.1","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable","Breeding Season","No"
"1515","1253","Aechmophorus occidentalis","Western Grebe","Birds","Special Concern","No schedule","5.16","Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools","Suitable","Non-Breeding Season","No"
"1516","1253","Aechmophorus occidentalis","Western Grebe","Birds","Special Concern","No schedule","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Breeding Season","No"
"1517","1253","Aechmophorus occidentalis","Western Grebe","Birds","Special Concern","No schedule","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Breeding Season","Yes"
"1518","1253","Aechmophorus occidentalis","Western Grebe","Birds","Special Concern","No schedule","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Non-Breeding Season","Yes"
"1519","1253","Aechmophorus occidentalis","Western Grebe","Birds","Special Concern","No schedule","9.1","Marine Neritic - Pelagic","Suitable","Non-Breeding Season","No"
"1520","1253","Aechmophorus occidentalis","Western Grebe","Birds","Special Concern","No schedule","9.10","Marine Neritic - Estuaries","Suitable","Non-Breeding Season","No"
"1521","713","Plestiodon skiltonianus","Western Skink","Reptiles","Special Concern","Schedule 1","1.4","Forest - Temperate","Suitable",NA,NA
"1522","713","Plestiodon skiltonianus","Western Skink","Reptiles","Special Concern","Schedule 1","3.4","Shrubland - Temperate","Suitable",NA,NA
"1523","713","Plestiodon skiltonianus","Western Skink","Reptiles","Special Concern","Schedule 1","3.8","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"1524","713","Plestiodon skiltonianus","Western Skink","Reptiles","Special Concern","Schedule 1","4.4","Grassland - Temperate","Suitable",NA,NA
"1525","713","Plestiodon skiltonianus","Western Skink","Reptiles","Special Concern","Schedule 1","6","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable",NA,NA
"1526","713","Plestiodon skiltonianus","Western Skink","Reptiles","Special Concern","Schedule 1","1.4","Forest - Temperate","Suitable",NA,NA
"1527","713","Plestiodon skiltonianus","Western Skink","Reptiles","Special Concern","Schedule 1","3.4","Shrubland - Temperate","Suitable",NA,NA
"1528","713","Plestiodon skiltonianus","Western Skink","Reptiles","Special Concern","Schedule 1","3.8","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"1529","713","Plestiodon skiltonianus","Western Skink","Reptiles","Special Concern","Schedule 1","4.4","Grassland - Temperate","Suitable",NA,NA
"1530","713","Plestiodon skiltonianus","Western Skink","Reptiles","Special Concern","Schedule 1","6","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable",NA,NA
"1531","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","1.1","Forest - Boreal","Suitable","Resident",NA
"1532","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","1.4","Forest - Temperate","Suitable","Resident",NA
"1533","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","14.1","Artificial/Terrestrial - Arable Land","Suitable","Resident",NA
"1534","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","14.2","Artificial/Terrestrial - Pastureland","Suitable","Resident",NA
"1535","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","15.1","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable","Resident",NA
"1536","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","15.2","Artificial/Aquatic - Ponds (below 8ha)","Suitable","Resident",NA
"1537","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","3.4","Shrubland - Temperate","Suitable","Resident",NA
"1538","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","4.4","Grassland - Temperate","Suitable","Resident",NA
"1539","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident",NA
"1540","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","5.2","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident",NA
"1541","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","5.3","Wetlands (inland) - Shrub Dominated Wetlands","Suitable","Resident",NA
"1542","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Resident",NA
"1543","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Resident",NA
"1544","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"1545","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident",NA
"1546","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","5.9","Wetlands (inland) - Freshwater Springs and Oases","Suitable","Resident",NA
"1547","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","1.1","Forest - Boreal","Suitable","Resident",NA
"1548","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","1.4","Forest - Temperate","Suitable","Resident",NA
"1549","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","14.1","Artificial/Terrestrial - Arable Land","Suitable","Resident",NA
"1550","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","14.2","Artificial/Terrestrial - Pastureland","Suitable","Resident",NA
"1551","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","15.1","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable","Resident",NA
"1552","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","15.2","Artificial/Aquatic - Ponds (below 8ha)","Suitable","Resident",NA
"1553","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","3.4","Shrubland - Temperate","Suitable","Resident",NA
"1554","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","4.4","Grassland - Temperate","Suitable","Resident",NA
"1555","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident",NA
"1556","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","5.2","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident",NA
"1557","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","5.3","Wetlands (inland) - Shrub Dominated Wetlands","Suitable","Resident",NA
"1558","1215","Anaxyrus boreas","Western Toad (Calling population)","Amphibians","Special Concern","No schedule","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Resident",NA
